GCS WKID	Name	WKT	Accuracy (m)	Area of Use	Minimum Latitude	Minimum Longitude	Maximum Latitude	Maximum Longitude
 15912	DGN_1995_To_WGS_1984_1	GEOGTRAN["DGN_1995_To_WGS_1984_1",GEOGCS["GCS_DGN_1995",DATUM["D_Datum_Geodesi_Nasional_1995",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",0.0],PARAMETER["Y_Axis_Translation",0.0],PARAMETER["Z_Axis_Translation",0.0]]	  1.000	Indonesia	-13.2500	 92.0100	 7.7900	141.4600
108192	DHDN_To_ETRF_1989	GEOGTRAN["DHDN_To_ETRF_1989",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRF_1989",DATUM["D_ETRF_1989",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",582.0],PARAMETER["Y_Axis_Translation",105.0],PARAMETER["Z_Axis_Translation",414.0],PARAMETER["X_Axis_Rotation",-1.04],PARAMETER["Y_Axis_Rotation",-0.35],PARAMETER["Z_Axis_Rotation",3.08],PARAMETER["Scale_Difference",8.3]]	  5.000	Germany - West Germany all states	47.2700	  5.8700	55.0900	 13.8400
  1309	DHDN_To_ETRS_1989	GEOGTRAN["DHDN_To_ETRS_1989",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",582.0],PARAMETER["Y_Axis_Translation",105.0],PARAMETER["Z_Axis_Translation",414.0],PARAMETER["X_Axis_Rotation",-1.04],PARAMETER["Y_Axis_Rotation",-0.35],PARAMETER["Z_Axis_Rotation",3.08],PARAMETER["Scale_Difference",8.3]]	  5.000	Germany - West Germany all states	47.2700	  5.8700	55.0900	 13.8400
  1776	DHDN_To_ETRS_1989_2	GEOGTRAN["DHDN_To_ETRS_1989_2",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",598.1],PARAMETER["Y_Axis_Translation",73.7],PARAMETER["Z_Axis_Translation",418.2],PARAMETER["X_Axis_Rotation",0.202],PARAMETER["Y_Axis_Rotation",0.045],PARAMETER["Z_Axis_Rotation",-2.455],PARAMETER["Scale_Difference",6.7]]	  3.000	Germany - West Germany all states	47.2700	  5.8700	55.0900	 13.8400
  1778	DHDN_To_ETRS_1989_3	GEOGTRAN["DHDN_To_ETRS_1989_3",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",597.1],PARAMETER["Y_Axis_Translation",71.4],PARAMETER["Z_Axis_Translation",412.1],PARAMETER["X_Axis_Rotation",0.894],PARAMETER["Y_Axis_Rotation",0.068],PARAMETER["Z_Axis_Rotation",-1.563],PARAMETER["Scale_Difference",7.58]]	  0.100	Germany - West Germany S	47.2700	  6.1100	50.3400	 13.8400
  1779	DHDN_To_ETRS_1989_4	GEOGTRAN["DHDN_To_ETRS_1989_4",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",584.8],PARAMETER["Y_Axis_Translation",67.0],PARAMETER["Z_Axis_Translation",400.3],PARAMETER["X_Axis_Rotation",0.105],PARAMETER["Y_Axis_Rotation",0.013],PARAMETER["Z_Axis_Rotation",-2.378],PARAMETER["Scale_Difference",10.29]]	  0.100	Germany - West Germany C	50.3300	  5.8600	52.3400	 12.0300
  1780	DHDN_To_ETRS_1989_5	GEOGTRAN["DHDN_To_ETRS_1989_5",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",590.5],PARAMETER["Y_Axis_Translation",69.5],PARAMETER["Z_Axis_Translation",411.6],PARAMETER["X_Axis_Rotation",-0.796],PARAMETER["Y_Axis_Rotation",-0.052],PARAMETER["Z_Axis_Rotation",-3.601],PARAMETER["Scale_Difference",8.3]]	  0.100	Germany - West Germany N	52.3300	  6.5800	55.0900	 11.5900
  1781	DHDN_To_ETRS_1989_6	GEOGTRAN["DHDN_To_ETRS_1989_6",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",599.4],PARAMETER["Y_Axis_Translation",72.4],PARAMETER["Z_Axis_Translation",419.2],PARAMETER["X_Axis_Rotation",-0.062],PARAMETER["Y_Axis_Rotation",-0.022],PARAMETER["Z_Axis_Rotation",-2.723],PARAMETER["Scale_Difference",6.46]]	  0.100	Germany - Thuringen	50.2000	  9.9200	51.6400	 12.5600
  1782	DHDN_To_ETRS_1989_7	GEOGTRAN["DHDN_To_ETRS_1989_7",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",612.4],PARAMETER["Y_Axis_Translation",77.0],PARAMETER["Z_Axis_Translation",440.2],PARAMETER["X_Axis_Rotation",-0.054],PARAMETER["Y_Axis_Rotation",0.057],PARAMETER["Z_Axis_Rotation",-2.797],PARAMETER["Scale_Difference",2.55]]	  0.100	Germany - Saxony	50.2000	 11.8900	51.6600	 15.0400
 15948	DHDN_To_ETRS_1989_8_NTv2	GEOGTRAN["DHDN_To_ETRS_1989_8_NTv2",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_germany/BETA2007",0.0]]	  1.000	Germany - onshore	47.2700	  5.8600	55.0900	 15.0400
  1673	DHDN_To_WGS_1984_1	GEOGTRAN["DHDN_To_WGS_1984_1",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",582.0],PARAMETER["Y_Axis_Translation",105.0],PARAMETER["Z_Axis_Translation",414.0],PARAMETER["X_Axis_Rotation",-1.04],PARAMETER["Y_Axis_Rotation",-0.35],PARAMETER["Z_Axis_Rotation",3.08],PARAMETER["Scale_Difference",8.3]]	  5.000	Germany - West Germany all states	47.2700	  5.8700	55.0900	 13.8400
  1777	DHDN_To_WGS_1984_2	GEOGTRAN["DHDN_To_WGS_1984_2",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",598.1],PARAMETER["Y_Axis_Translation",73.7],PARAMETER["Z_Axis_Translation",418.2],PARAMETER["X_Axis_Rotation",0.202],PARAMETER["Y_Axis_Rotation",0.045],PARAMETER["Z_Axis_Rotation",-2.455],PARAMETER["Scale_Difference",6.7]]	  3.000	Germany - West Germany all states	47.2700	  5.8700	55.0900	 13.8400
 15869	DHDN_To_WGS_1984_3	GEOGTRAN["DHDN_To_WGS_1984_3",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",612.4],PARAMETER["Y_Axis_Translation",77.0],PARAMETER["Z_Axis_Translation",440.2],PARAMETER["X_Axis_Rotation",-0.054],PARAMETER["Y_Axis_Rotation",0.057],PARAMETER["Z_Axis_Rotation",-2.797],PARAMETER["Scale_Difference",2.55]]	  2.000	Germany - East Germany all states	50.2000	  9.9200	54.7400	 15.0400
108206	DHDN_To_WGS_1984_3x	GEOGTRAN["DHDN_To_WGS_1984_3x",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",597.1],PARAMETER["Y_Axis_Translation",71.4],PARAMETER["Z_Axis_Translation",412.1],PARAMETER["X_Axis_Rotation",0.894],PARAMETER["Y_Axis_Rotation",0.068],PARAMETER["Z_Axis_Rotation",-1.563],PARAMETER["Scale_Difference",7.58]]	  0.100	Germany - West Germany S	47.2700	  6.1100	50.3400	 13.8400
 15949	DHDN_To_WGS_1984_4_NTv2	GEOGTRAN["DHDN_To_WGS_1984_4_NTv2",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_germany/BETA2007",0.0]]	  1.000	Germany - onshore	47.2700	  5.8600	55.0900	 15.0400
108207	DHDN_To_WGS_1984_4x	GEOGTRAN["DHDN_To_WGS_1984_4x",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",584.8],PARAMETER["Y_Axis_Translation",67.0],PARAMETER["Z_Axis_Translation",400.3],PARAMETER["X_Axis_Rotation",0.105],PARAMETER["Y_Axis_Rotation",0.013],PARAMETER["Z_Axis_Rotation",-2.378],PARAMETER["Scale_Difference",10.29]]	  0.100	Germany - West Germany C	50.3300	  5.8600	52.3400	 12.0300
108208	DHDN_To_WGS_1984_5x	GEOGTRAN["DHDN_To_WGS_1984_5x",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",590.5],PARAMETER["Y_Axis_Translation",69.5],PARAMETER["Z_Axis_Translation",411.6],PARAMETER["X_Axis_Rotation",-0.796],PARAMETER["Y_Axis_Rotation",-0.052],PARAMETER["Z_Axis_Rotation",-3.601],PARAMETER["Scale_Difference",8.3]]	  0.100	Germany - West Germany N	52.3300	  6.5800	55.0900	 11.5900
108209	DHDN_To_WGS_1984_6x	GEOGTRAN["DHDN_To_WGS_1984_6x",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",599.4],PARAMETER["Y_Axis_Translation",72.4],PARAMETER["Z_Axis_Translation",419.2],PARAMETER["X_Axis_Rotation",-0.062],PARAMETER["Y_Axis_Rotation",-0.022],PARAMETER["Z_Axis_Rotation",-2.723],PARAMETER["Scale_Difference",6.46]]	  0.100	Germany - Thuringen	50.2000	  9.9200	51.6400	 12.5600
108210	DHDN_To_WGS_1984_7x	GEOGTRAN["DHDN_To_WGS_1984_7x",GEOGCS["GCS_Deutsches_Hauptdreiecksnetz",DATUM["D_Deutsches_Hauptdreiecksnetz",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",612.4],PARAMETER["Y_Axis_Translation",77.0],PARAMETER["Z_Axis_Translation",440.2],PARAMETER["X_Axis_Rotation",-0.054],PARAMETER["Y_Axis_Rotation",0.057],PARAMETER["Z_Axis_Rotation",-2.797],PARAMETER["Scale_Difference",2.55]]	  0.100	Germany - Saxony	50.2000	 11.8900	51.6600	 15.0400
  1442	Dominica_1945_To_WGS_1984	GEOGTRAN["Dominica_1945_To_WGS_1984",GEOGCS["GCS_Dominica_1945",DATUM["D_Dominica_1945",SPHEROID["Clarke_1880_RGS",6378249.145,293.465]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",725.0],PARAMETER["Y_Axis_Translation",685.0],PARAMETER["Z_Axis_Translation",536.0]]	 10.000	Dominica - onshore	15.1400	-61.5500	15.6900	-61.2000
108259	DOS_1968_To_WGS_1984	GEOGTRAN["DOS_1968_To_WGS_1984",GEOGCS["GCS_DOS_1968",DATUM["D_DOS_1968",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",230.0],PARAMETER["Y_Axis_Translation",-199.0],PARAMETER["Z_Axis_Translation",-752.0]]	 44.000	Solomon Islands - New Georgia - Ghizo (Gizo)	-8.8600	156.4400	-7.5200	158.2000
 15798	DOS_71_4_To_WGS_1984	GEOGTRAN["DOS_71_4_To_WGS_1984",GEOGCS["GCS_DOS_71_4",DATUM["D_DOS_71_4",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-320.0],PARAMETER["Y_Axis_Translation",550.0],PARAMETER["Z_Axis_Translation",-494.0]]	 44.000	St Helena - St Helena Island	-16.0800	 -5.8500	-15.8500	 -5.5800
 15873	Douala_1948_To_WGS_1984_1	GEOGTRAN["Douala_1948_To_WGS_1984_1",GEOGCS["GCS_Douala_1948",DATUM["D_Douala_1948",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-206.1],PARAMETER["Y_Axis_Translation",-174.7],PARAMETER["Z_Axis_Translation",-87.7]]	 10.000	Cameroon - coastal area	 2.1600	  8.4500	 4.9900	 10.4000
  5267	DRUKREF_03_To_WGS_1984_1	GEOGTRAN["DRUKREF_03_To_WGS_1984_1",GEOGCS["GCS_DRUKREF_03",DATUM["D_Bhutan_National_Geodetic_Datum",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",0.0],PARAMETER["Y_Axis_Translation",0.0],PARAMETER["Z_Axis_Translation",0.0]]	  1.000	Bhutan	26.7000	 88.7500	28.3300	 92.1200
 15806	Easter_Island_1967_To_WGS_1984	GEOGTRAN["Easter_Island_1967_To_WGS_1984",GEOGCS["GCS_Easter_Island_1967",DATUM["D_Easter_Island_1967",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",211.0],PARAMETER["Y_Axis_Translation",147.0],PARAMETER["Z_Axis_Translation",111.0]]	 44.000	Chile - Easter Island onshore	-27.2500	-109.5100	-27.0100	-109.1600
  1514	ED_1950_ED77_To_WGS_1984	GEOGTRAN["ED_1950_ED77_To_WGS_1984",GEOGCS["GCS_European_1950_ED77",DATUM["D_European_1950_ED77",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",-110.33],PARAMETER["Y_Axis_Translation",-97.73],PARAMETER["Z_Axis_Translation",-119.85],PARAMETER["X_Axis_Rotation",0.3423],PARAMETER["Y_Axis_Rotation",1.1634],PARAMETER["Z_Axis_Rotation",0.2715],PARAMETER["Scale_Difference",0.063]]	  1.000	Iran	23.3400	 44.0300	39.7800	 63.3400
  1141	ED_1950_ED77_To_WGS_1984_2	GEOGTRAN["ED_1950_ED77_To_WGS_1984_2",GEOGCS["GCS_European_1950_ED77",DATUM["D_European_1950_ED77",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-117.0],PARAMETER["Y_Axis_Translation",-132.0],PARAMETER["Z_Axis_Translation",-164.0]]	 19.000	Iran	23.3400	 44.0300	39.7800	 63.3400
  1856	ED_1950_ED77_To_WGS_1984_3	GEOGTRAN["ED_1950_ED77_To_WGS_1984_3",GEOGCS["GCS_European_1950_ED77",DATUM["D_European_1950_ED77",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-122.89],PARAMETER["Y_Axis_Translation",-159.08],PARAMETER["Z_Axis_Translation",-168.74]]	  0.500	Iran - South Pars blocks 2 and 3	26.5800	 52.0700	26.7100	 52.2800
  1857	ED_1950_ED77_To_WGS_1984_4	GEOGTRAN["ED_1950_ED77_To_WGS_1984_4",GEOGCS["GCS_European_1950_ED77",DATUM["D_European_1950_ED77",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-84.78],PARAMETER["Y_Axis_Translation",-107.55],PARAMETER["Z_Axis_Translation",-137.25]]	  0.500	Iran - Lavan Island and Balal field	26.2100	 52.4900	26.8700	 53.4300
  1858	ED_1950_ED77_To_WGS_1984_5	GEOGTRAN["ED_1950_ED77_To_WGS_1984_5",GEOGCS["GCS_European_1950_ED77",DATUM["D_European_1950_ED77",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-123.92],PARAMETER["Y_Axis_Translation",-155.515],PARAMETER["Z_Axis_Translation",-157.721]]	  0.500	Iran - Kharg Island	29.1600	 50.2200	29.3900	 50.4200
 15745	ED_1950_ED77_To_WGS_1984_6	GEOGTRAN["ED_1950_ED77_To_WGS_1984_6",GEOGCS["GCS_European_1950_ED77",DATUM["D_European_1950_ED77",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-123.02],PARAMETER["Y_Axis_Translation",-158.95],PARAMETER["Z_Axis_Translation",-168.47]]	  0.200	Iran - South Pars block 11	26.4600	 52.2200	26.6400	 52.4100
  1147	ED_1950_To_ED_1987_2	GEOGTRAN["ED_1950_To_ED_1987_2",GEOGCS["GCS_European_1950",DATUM["D_European_1950",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_European_1987",DATUM["D_European_1987",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",-1.51],PARAMETER["Y_Axis_Translation",-0.84],PARAMETER["Z_Axis_Translation",-3.5],PARAMETER["X_Axis_Rotation",-0.3904592782257534],PARAMETER["Y_Axis_Rotation",-0.1417039218917552],PARAMETER["Z_Axis_Rotation",-0.5701159244669742],PARAMETER["Scale_Difference",0.609]]	  1.000	Norway - offshore north of 65~N; Svalbard	65.0000	 -3.7000	84.1700	 39.6500
